filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
1(1)_000_begin_0_end_100.065.wav,0.6560236215591431,0.002861153334379196,414.7770474196257,928.4313679956435,679.6181126644736,0.023600260416666668,-696.8070678710938,174.31594848632812,40.72957229614258,47.4664421081543,14.754166603088379,29.35932731628418,8.525842666625977,21.147762298583984,9.057886123657227,4.926115989685059,5.546998023986816,5.054886817932129,7.584449291229248,0.9854250550270081,5.500324249267578,-2.1059720516204834,7.158778667449951,0.04970570653676987,1.8216636180877686,2.3793771266937256
10(1)_000_begin_0_end_1.995.wav,0.6051350235939026,0.00043264246778562665,1516.9397226712188,1789.2833905689934,3436.663918417008,0.1411773181352459,-703.4674072265625,140.5428466796875,-15.388361930847168,55.231101989746094,-21.97516632080078,25.39000129699707,-5.020742416381836,9.296936988830566,-3.154000997543335,5.624444007873535,5.079517841339111,-9.448657035827637,9.642311096191406,-7.163071155548096,6.22536039352417,-2.8272290229797363,2.539060592651367,-3.8458824157714844,-4.750476837158203,0.014993714168667793
10(1)_001_begin_1.995_end_3.87.wav,0.6412385106086731,0.0003976548323407769,2154.4496748446777,1997.7123375112587,4523.4577047413795,0.16324589170258622,-661.4545288085938,131.5794677734375,-41.895389556884766,81.87205505371094,-42.94462203979492,33.744014739990234,-12.347270011901855,15.518529891967773,-8.026337623596191,9.97054386138916,2.5362091064453125,-18.433286666870117,15.99042797088623,-10.306585311889648,8.346040725708008,-8.258606910705566,2.4251232147216797,-5.1011576652526855,-8.139293670654297,-1.0324374437332153
10(1)_002_begin_3.87_end_5.625.wav,0.6210005283355713,0.0007126937853172421,1959.9975249200093,1932.9655252029506,4235.480117797852,0.13021087646484375,-639.5081176757812,123.55870056152344,-28.92817497253418,69.87265014648438,-26.53588104248047,27.3326358795166,-4.04368782043457,10.747777938842773,-1.6164647340774536,3.2475743293762207,7.937466621398926,-18.707088470458984,14.985894203186035,-5.175358772277832,3.8475818634033203,-3.5232863426208496,-1.689354419708252,-0.13490688800811768,-10.366194725036621,1.1064633131027222
10(1)_003_1_begin_6.555_end_7.154999999999999.wav,0.6239973306655884,0.0004897044273093343,2334.5398829969304,1975.0252700486512,4681.4011793870195,0.17027869591346154,-635.9862060546875,135.58026123046875,-56.53118896484375,86.96453094482422,-51.162986755371094,37.318748474121094,-14.217881202697754,12.87730884552002,-6.4167022705078125,5.825571537017822,7.434850215911865,-24.174421310424805,20.851804733276367,-12.77132797241211,3.3939948081970215,-10.39549732208252,2.001674175262451,-1.4917799234390259,-12.310723304748535,4.09382438659668
10(1)_003_begin_5.625_end_6.555.wav,0.5891860127449036,0.0005057372618466616,2270.4383072062556,1988.4002922943228,4663.776676829269,0.14889005335365854,-630.8809814453125,134.689697265625,-57.01439666748047,87.84862518310547,-44.09793472290039,37.83705520629883,-16.929391860961914,12.101956367492676,-7.5291361808776855,1.533918857574463,6.599339008331299,-25.877992630004883,19.554645538330078,-8.07319164276123,7.012740612030029,-8.350996017456055,-0.9831264615058899,-0.29929855465888977,-8.484189987182617,1.7620404958724976
10(1)_004_1_begin_8.024999999999999_end_8.549999999999999.wav,0.5950053930282593,0.0005353824235498905,2526.1727629421866,2038.8705807267077,5043.45066236413,0.1905570652173913,-621.68701171875,132.09498596191406,-56.75911331176758,91.74052429199219,-56.68874740600586,38.743526458740234,-17.946521759033203,10.968033790588379,-5.8931884765625,4.9918975830078125,7.539031982421875,-27.55826187133789,22.535961151123047,-13.072564125061035,3.487483263015747,-7.831907272338867,1.15738844871521,1.1069800853729248,-9.285957336425781,5.9199137687683105
10(1)_004_begin_7.154999999999999_end_8.024999999999999.wav,0.650163471698761,0.0005006372230127454,2467.700390138952,2014.1580586184164,4984.9365234375,0.17445775082236842,-622.38525390625,131.47427368164062,-61.386634826660156,92.5325698852539,-50.511070251464844,42.744895935058594,-19.079050064086914,12.786602973937988,-6.678163051605225,-0.059754736721515656,9.770161628723145,-26.307580947875977,20.195165634155273,-6.86716890335083,8.345566749572754,-9.984387397766113,-0.5526140928268433,1.5500437021255493,-10.588650703430176,0.1732310950756073
10(1)_005_1_begin_9.555_end_10.365.wav,0.633561372756958,0.00042503702570684254,1994.870521986092,1943.6750975990763,4301.4111328125,0.12283761160714286,-661.3707275390625,143.11056518554688,-39.59836196899414,78.6285400390625,-45.73829650878906,33.140892028808594,-14.125493049621582,14.151677131652832,-3.007284641265869,6.299181938171387,8.052457809448242,-19.3342227935791,19.93555450439453,-9.382498741149902,3.8982439041137695,-7.684829235076904,1.1436630487442017,-0.7442195415496826,-6.75480842590332,3.8487374782562256
10(1)_005_begin_8.549999999999999_end_9.555.wav,0.6350913643836975,0.000391888344893232,2065.5038801194855,1943.8340721086554,4360.963023792614,0.12424538352272728,-659.439697265625,138.67559814453125,-47.711952209472656,82.93767547607422,-44.75841522216797,33.434844970703125,-11.96582317352295,12.17468547821045,-8.275851249694824,3.4627771377563477,8.056571006774902,-22.474918365478516,16.247007369995117,-8.919819831848145,4.962689399719238,-8.239836692810059,-0.9316496253013611,-1.4071911573410034,-5.661993503570557,0.02275741659104824
